PICKER_ID,THM_ID,ARTICLE_CODE,FLOOR,AISLE,COLUMN,SHELF,LEFT_OR_RIGHT,AMOUNT,PICKCAR_ID,PICK_ORDER
PICKER_MZN2,167046919,811,MZN2,15,6,2,L,2,PICKCAR_MZN2,177
PICKER_MZN2,167048240,822,MZN2,15,5,1,R,1,PICKCAR_MZN2,178
PICKER_MZN2,167041681,621,MZN2,15,5,1,L,1,PICKCAR_MZN2,178
PICKER_MZN2,167055902,1288,MZN2,15,5,2,L,1,PICKCAR_MZN2,178
PICKER_MZN2,167056872,1266,MZN2,15,3,2,L,3,PICKCAR_MZN2,179
PICKER_MZN2,167056872,1267,MZN2,15,3,2,L,1,PICKCAR_MZN2,179
PICKER_MZN2,167056872,820,MZN2,15,3,2,L,1,PICKCAR_MZN2,179
PICKER_MZN2,167067789,819,MZN2,15,2,2,L,1,PICKCAR_MZN2,180
PICKER_MZN2,167045383,555,MZN2,14,1,2,R,1,PICKCAR_MZN2,181
PICKER_MZN2,167066707,800,MZN2,14,2,1,R,2,PICKCAR_MZN2,182
PICKER_MZN2,167068046,2226,MZN2,14,2,2,R,1,PICKCAR_MZN2,182
PICKER_MZN2,567178160,784,MZN2,14,3,1,L,1,PICKCAR_MZN2,183
PICKER_MZN2,167061277,802,MZN2,14,3,2,L,4,PICKCAR_MZN2,183
PICKER_MZN2,167067996,803,MZN2,14,4,2,L,1,PICKCAR_MZN2,184
PICKER_MZN2,167047602,806,MZN2,14,4,2,R,1,PICKCAR_MZN2,184
PICKER_MZN2,167056876,1350,MZN2,14,4,2,R,1,PICKCAR_MZN2,184
PICKER_MZN2,167067997,804,MZN2,14,4,2,L,1,PICKCAR_MZN2,184
PICKER_MZN2,167067997,805,MZN2,14,4,2,L,1,PICKCAR_MZN2,184
PICKER_MZN2,127111801,807,MZN2,14,5,1,R,1,PICKCAR_MZN2,185
PICKER_MZN2,127111801,747,MZN2,14,5,1,R,1,PICKCAR_MZN2,185
PICKER_MZN2,127111801,748,MZN2,14,5,1,R,1,PICKCAR_MZN2,185
PICKER_MZN2,567391257,589,MZN2,14,6,1,L,1,PICKCAR_MZN2,186
PICKER_MZN2,127111799,808,MZN2,14,7,1,L,3,PICKCAR_MZN2,187
PICKER_MZN2,167069851,813,MZN2,14,8,2,L,1,PICKCAR_MZN2,188
PICKER_MZN2,167067715,746,MZN2,14,9,2,L,3,PICKCAR_MZN2,189
PICKER_MZN2,167067715,757,MZN2,14,9,2,L,2,PICKCAR_MZN2,189
PICKER_MZN2,167054659,815,MZN2,14,10,1,R,1,PICKCAR_MZN2,190
PICKER_MZN2,167054659,814,MZN2,14,10,1,R,3,PICKCAR_MZN2,190
PICKER_MZN2,167067649,996,MZN2,13,17,2,R,1,PICKCAR_MZN2,191
PICKER_MZN2,167067649,1023,MZN2,13,17,2,R,2,PICKCAR_MZN2,191
PICKER_MZN2,167067649,1085,MZN2,13,17,2,R,1,PICKCAR_MZN2,191
PICKER_MZN2,167067651,797,MZN2,13,16,1,R,7,PICKCAR_MZN2,192
PICKER_MZN2,567178179,799,MZN2,13,16,2,L,1,PICKCAR_MZN2,192
PICKER_MZN2,167067653,796,MZN2,13,15,1,R,4,PICKCAR_MZN2,193
PICKER_MZN2,167067692,798,MZN2,13,15,2,R,6,PICKCAR_MZN2,193
PICKER_MZN2,567142577,1387,MZN2,13,15,2,L,1,PICKCAR_MZN2,193
PICKER_MZN2,167067690,795,MZN2,13,14,2,L,8,PICKCAR_MZN2,194
PICKER_MZN2,167067683,794,MZN2,13,13,1,L,3,PICKCAR_MZN2,195
PICKER_MZN2,567178052,792,MZN2,13,13,2,R,1,PICKCAR_MZN2,195
PICKER_MZN2,567178052,793,MZN2,13,13,2,R,1,PICKCAR_MZN2,195
PICKER_MZN2,167054540,636,MZN2,13,13,2,R,2,PICKCAR_MZN2,195
PICKER_MZN2,167044705,991,MZN2,13,12,2,L,2,PICKCAR_MZN2,196
PICKER_MZN2,167044705,1269,MZN2,13,12,2,L,4,PICKCAR_MZN2,196
PICKER_MZN2,167044705,791,MZN2,13,12,2,L,4,PICKCAR_MZN2,196
PICKER_MZN2,167054545,790,MZN2,13,11,2,L,2,PICKCAR_MZN2,197
PICKER_MZN2,167059564,789,MZN2,13,10,1,L,1,PICKCAR_MZN2,198
PICKER_MZN2,167059564,1206,MZN2,13,10,1,L,1,PICKCAR_MZN2,198
PICKER_MZN2,167059564,1282,MZN2,13,10,1,L,2,PICKCAR_MZN2,198
PICKER_MZN2,167039238,1073,MZN2,13,10,2,L,2,PICKCAR_MZN2,198
PICKER_MZN2,167039238,1075,MZN2,13,10,2,L,1,PICKCAR_MZN2,198
PICKER_MZN2,167068048,786,MZN2,13,7,1,L,1,PICKCAR_MZN2,199
PICKER_MZN2,167057696,781,MZN2,13,7,2,L,2,PICKCAR_MZN2,199
PICKER_MZN2,167057696,787,MZN2,13,7,2,L,1,PICKCAR_MZN2,199
PICKER_MZN2,567308446,586,MZN2,13,6,2,R,1,PICKCAR_MZN2,200
PICKER_MZN2,567142966,666,MZN2,13,5,1,R,8,PICKCAR_MZN2,201
PICKER_MZN2,567142966,785,MZN2,13,5,1,R,5,PICKCAR_MZN2,201
PICKER_MZN2,167041686,999,MZN2,13,5,2,L,2,PICKCAR_MZN2,201
PICKER_MZN2,167041727,1211,MZN2,13,2,1,R,1,PICKCAR_MZN2,202
PICKER_MZN2,567192211,690,MZN2,13,1,1,R,1,PICKCAR_MZN2,203
PICKER_MZN2,167058220,1155,MZN2,12,1,2,L,2,PICKCAR_MZN2,204
PICKER_MZN2,167058220,1222,MZN2,12,1,2,L,2,PICKCAR_MZN2,204
PICKER_MZN2,167045384,606,MZN2,12,3,1,L,1,PICKCAR_MZN2,205
PICKER_MZN2,167056206,773,MZN2,12,3,2,R,3,PICKCAR_MZN2,205
PICKER_MZN2,167050566,1240,MZN2,12,6,2,R,1,PICKCAR_MZN2,206
PICKER_MZN2,167048298,775,MZN2,12,8,2,R,1,PICKCAR_MZN2,207
PICKER_MZN2,567131508,776,MZN2,12,9,2,R,3,PICKCAR_MZN2,208
PICKER_MZN2,567176404,651,MZN2,12,14,1,R,1,PICKCAR_MZN2,209
PICKER_MZN2,567177446,1065,MZN2,12,14,2,R,2,PICKCAR_MZN2,209
PICKER_MZN2,567192501,738,MZN2,12,13,1,L,5,PICKCAR_MZN2,210
PICKER_MZN2,167056352,779,MZN2,12,13,2,L,1,PICKCAR_MZN2,210
PICKER_MZN2,167041435,780,MZN2,12,13,2,R,1,PICKCAR_MZN2,210
PICKER_MZN2,167041435,719,MZN2,12,13,2,R,2,PICKCAR_MZN2,210
PICKER_MZN2,167056819,777,MZN2,12,11,1,L,3,PICKCAR_MZN2,211
PICKER_MZN2,167070343,1311,MZN2,11,15,1,L,1,PICKCAR_MZN2,212
PICKER_MZN2,167070343,1404,MZN2,11,15,1,L,1,PICKCAR_MZN2,212
PICKER_MZN2,167070343,1257,MZN2,11,15,1,L,6,PICKCAR_MZN2,212
PICKER_MZN2,167054677,767,MZN2,11,14,1,L,3,PICKCAR_MZN2,213
PICKER_MZN2,167054677,766,MZN2,11,14,1,L,5,PICKCAR_MZN2,213
PICKER_MZN2,167066608,768,MZN2,11,14,2,L,2,PICKCAR_MZN2,213
PICKER_MZN2,167070230,769,MZN2,11,14,2,R,1,PICKCAR_MZN2,213
PICKER_MZN2,167045305,711,MZN2,11,13,1,R,2,PICKCAR_MZN2,214
PICKER_MZN2,167045305,764,MZN2,11,13,1,R,1,PICKCAR_MZN2,214
PICKER_MZN2,167061274,765,MZN2,11,13,2,R,3,PICKCAR_MZN2,214
PICKER_MZN2,167061274,801,MZN2,11,13,2,R,2,PICKCAR_MZN2,214
PICKER_MZN2,167039155,761,MZN2,11,12,1,R,1,PICKCAR_MZN2,215
PICKER_MZN2,567177878,759,MZN2,11,11,2,L,1,PICKCAR_MZN2,216
PICKER_MZN2,4197224496,749,MZN2,10,13,1,L,1,PICKCAR_MZN2,217
PICKER_MZN2,167067737,687,MZN2,10,13,1,R,2,PICKCAR_MZN2,217
PICKER_MZN2,167067737,688,MZN2,10,13,1,R,2,PICKCAR_MZN2,217
PICKER_MZN2,167067737,691,MZN2,10,13,1,R,1,PICKCAR_MZN2,217
PICKER_MZN2,167067737,704,MZN2,10,13,1,R,3,PICKCAR_MZN2,217
PICKER_MZN2,167067737,708,MZN2,10,13,1,R,2,PICKCAR_MZN2,217
PICKER_MZN2,567128006,1184,MZN2,10,13,1,R,1,PICKCAR_MZN2,217
PICKER_MZN2,167069729,750,MZN2,10,13,2,L,1,PICKCAR_MZN2,217
PICKER_MZN2,167059662,987,MZN2,10,14,1,L,5,PICKCAR_MZN2,218
PICKER_MZN2,167069731,763,MZN2,10,14,2,L,1,PICKCAR_MZN2,218
PICKER_MZN2,167054611,661,MZN2,10,15,2,R,2,PICKCAR_MZN2,219
PICKER_MZN2,167056182,1166,MZN2,10,16,1,L,3,PICKCAR_MZN2,220
PICKER_MZN2,167056182,1162,MZN2,10,16,1,L,1,PICKCAR_MZN2,220
PICKER_MZN2,167070099,1251,MZN2,10,18,1,L,2,PICKCAR_MZN2,221
PICKER_MZN2,167070099,1250,MZN2,10,18,1,L,1,PICKCAR_MZN2,221
PICKER_MZN2,167048234,752,MZN2,10,18,2,R,1,PICKCAR_MZN2,221
PICKER_MZN2,567184400,742,MZN2,9,18,1,R,1,PICKCAR_MZN2,222
PICKER_MZN2,567306610,744,MZN2,9,18,2,R,2,PICKCAR_MZN2,222
PICKER_MZN2,567306610,677,MZN2,9,18,2,R,3,PICKCAR_MZN2,222
PICKER_MZN2,167066868,678,MZN2,9,17,1,L,1,PICKCAR_MZN2,223
PICKER_MZN2,167070223,740,MZN2,9,16,1,R,2,PICKCAR_MZN2,224
PICKER_MZN2,167070223,894,MZN2,9,16,1,R,1,PICKCAR_MZN2,224
PICKER_MZN2,567177886,1242,MZN2,9,13,1,R,1,PICKCAR_MZN2,225
PICKER_MZN2,167045302,737,MZN2,9,11,1,L,1,PICKCAR_MZN2,226
PICKER_MZN2,167056884,2271,MZN2,9,11,2,R,1,PICKCAR_MZN2,226
PICKER_MZN2,167067755,730,MZN2,9,7,2,L,2,PICKCAR_MZN2,227
PICKER_MZN2,167067755,734,MZN2,9,7,2,L,1,PICKCAR_MZN2,227
PICKER_MZN2,167061249,733,MZN2,9,6,1,L,1,PICKCAR_MZN2,228
PICKER_MZN2,167061249,686,MZN2,9,6,1,L,1,PICKCAR_MZN2,228
PICKER_MZN2,167061323,722,MZN2,9,6,1,L,1,PICKCAR_MZN2,228
PICKER_MZN2,167056188,732,MZN2,9,4,1,L,1,PICKCAR_MZN2,229
PICKER_MZN2,167056188,731,MZN2,9,4,1,L,1,PICKCAR_MZN2,229
PICKER_MZN2,167054311,1001,MZN2,9,4,1,R,12,PICKCAR_MZN2,229
PICKER_MZN2,167045449,707,MZN2,9,4,2,L,1,PICKCAR_MZN2,229
PICKER_MZN2,167056192,743,MZN2,9,4,2,R,1,PICKCAR_MZN2,229
PICKER_MZN2,167056194,1358,MZN2,9,1,1,L,1,PICKCAR_MZN2,230
PICKER_MZN2,167056194,1359,MZN2,9,1,1,L,1,PICKCAR_MZN2,230
PICKER_MZN2,167066696,692,MZN2,6,4,1,R,4,PICKCAR_MZN2,231
PICKER_MZN2,167070332,696,MZN2,6,6,1,R,2,PICKCAR_MZN2,232
PICKER_MZN2,167066236,695,MZN2,6,6,1,L,4,PICKCAR_MZN2,232
PICKER_MZN2,167066236,694,MZN2,6,6,1,L,3,PICKCAR_MZN2,232
PICKER_MZN2,167066236,693,MZN2,6,6,1,L,2,PICKCAR_MZN2,232
PICKER_MZN2,167056105,617,MZN2,6,7,2,L,3,PICKCAR_MZN2,233
PICKER_MZN2,167059440,736,MZN2,6,7,2,L,2,PICKCAR_MZN2,233
PICKER_MZN2,167045428,697,MZN2,6,8,1,R,2,PICKCAR_MZN2,234
PICKER_MZN2,167059649,700,MZN2,6,9,1,R,1,PICKCAR_MZN2,235
PICKER_MZN2,4197224497,701,MZN2,6,13,2,L,1,PICKCAR_MZN2,236
PICKER_MZN2,167066864,702,MZN2,6,14,1,L,1,PICKCAR_MZN2,237
PICKER_MZN2,167056473,705,MZN2,6,15,2,L,1,PICKCAR_MZN2,238
PICKER_MZN2,167051220,1036,MZN2,6,15,2,R,3,PICKCAR_MZN2,238
PICKER_MZN2,167051220,1041,MZN2,6,15,2,R,3,PICKCAR_MZN2,238
PICKER_MZN2,167056184,1362,MZN2,6,16,1,L,3,PICKCAR_MZN2,239
PICKER_MZN2,167056184,2234,MZN2,6,16,1,L,1,PICKCAR_MZN2,239
PICKER_MZN2,167066479,1160,MZN2,6,18,1,R,1,PICKCAR_MZN2,240
PICKER_MZN2,167058184,689,MZN2,5,18,2,R,2,PICKCAR_MZN2,241
PICKER_MZN2,167063650,652,MZN2,5,17,2,R,1,PICKCAR_MZN2,242
PICKER_MZN2,167063650,848,MZN2,5,17,2,R,2,PICKCAR_MZN2,242
PICKER_MZN2,567361475,683,MZN2,5,16,1,L,1,PICKCAR_MZN2,243
PICKER_MZN2,567184151,685,MZN2,5,16,1,L,6,PICKCAR_MZN2,243
PICKER_MZN2,167056952,1102,MZN2,5,15,1,L,1,PICKCAR_MZN2,244
PICKER_MZN2,167051231,682,MZN2,5,14,1,L,1,PICKCAR_MZN2,245
PICKER_MZN2,167056951,1097,MZN2,5,14,1,R,2,PICKCAR_MZN2,245
PICKER_MZN2,167056951,1098,MZN2,5,14,1,R,1,PICKCAR_MZN2,245
PICKER_MZN2,167044667,680,MZN2,5,13,1,L,1,PICKCAR_MZN2,246
PICKER_MZN2,167056210,681,MZN2,5,13,1,R,1,PICKCAR_MZN2,246
PICKER_MZN2,167061893,643,MZN2,5,12,1,L,1,PICKCAR_MZN2,247
PICKER_MZN2,567236754,1353,MZN2,1,15,2,L,1,PICKCAR_MZN2,248
PICKER_MZN2,167057869,615,MZN2,1,13,2,R,1,PICKCAR_MZN2,249
PICKER_MZN2,167067904,613,MZN2,1,12,1,L,3,PICKCAR_MZN2,250
PICKER_MZN2,167067904,614,MZN2,1,12,1,L,1,PICKCAR_MZN2,250
PICKER_MZN2,167067904,989,MZN2,1,12,1,L,3,PICKCAR_MZN2,250
PICKER_MZN2,167058107,1219,MZN2,1,8,2,R,1,PICKCAR_MZN2,251
PICKER_MZN2,167066619,1047,MZN2,1,10,2,L,1,PICKCAR_MZN2,252
PICKER_MZN2,167046750,665,MZN2,3,15,1,L,16,PICKCAR_MZN2,253
PICKER_MZN2,167059527,647,MZN2,3,15,2,R,1,PICKCAR_MZN2,253
PICKER_MZN2,167059527,649,MZN2,3,15,2,R,5,PICKCAR_MZN2,253
PICKER_MZN2,167041561,650,MZN2,3,15,2,R,1,PICKCAR_MZN2,253
PICKER_MZN2,167050765,646,MZN2,3,15,2,L,1,PICKCAR_MZN2,253
PICKER_MZN2,167059527,648,MZN2,3,15,2,R,2,PICKCAR_MZN2,253
PICKER_MZN2,567278119,645,MZN2,3,13,2,R,1,PICKCAR_MZN2,254
PICKER_MZN2,567278119,644,MZN2,3,13,2,R,1,PICKCAR_MZN2,254
PICKER_MZN2,567508481,1992,MZN2,3,10,1,L,1,PICKCAR_MZN2,255
PICKER_MZN2,167057862,1991,MZN2,3,9,1,R,2,PICKCAR_MZN2,256
PICKER_MZN2,167066597,641,MZN2,3,9,2,L,2,PICKCAR_MZN2,256
PICKER_MZN2,167045512,640,MZN2,3,8,1,R,2,PICKCAR_MZN2,257
PICKER_MZN2,167046755,1406,MZN2,3,7,1,R,2,PICKCAR_MZN2,258
PICKER_MZN2,167047568,638,MZN2,3,7,2,L,2,PICKCAR_MZN2,258
PICKER_MZN2,167047568,639,MZN2,3,7,2,L,1,PICKCAR_MZN2,258
PICKER_MZN2,167047568,642,MZN2,3,7,2,L,2,PICKCAR_MZN2,258
PICKER_MZN2,167062024,1003,MZN2,3,7,2,R,1,PICKCAR_MZN2,258
PICKER_MZN2,167062024,1127,MZN2,3,7,2,R,7,PICKCAR_MZN2,258
PICKER_MZN2,167047568,637,MZN2,3,7,2,L,1,PICKCAR_MZN2,258
PICKER_MZN2,167056047,842,MZN2,3,6,1,L,1,PICKCAR_MZN2,259
PICKER_MZN2,167048465,635,MZN2,3,6,2,L,5,PICKCAR_MZN2,259
PICKER_MZN2,167046860,1398,MZN2,3,6,2,L,1,PICKCAR_MZN2,259
PICKER_MZN2,167059463,634,MZN2,3,5,1,L,1,PICKCAR_MZN2,260
PICKER_MZN2,167046759,622,MZN2,3,5,1,R,4,PICKCAR_MZN2,260
PICKER_MZN2,167062025,1004,MZN2,3,5,1,L,2,PICKCAR_MZN2,260
PICKER_MZN2,167046870,611,MZN2,3,4,2,L,2,PICKCAR_MZN2,261
PICKER_MZN2,567184434,633,MZN2,3,3,1,R,1,PICKCAR_MZN2,262
PICKER_MZN2,167054672,612,MZN2,3,3,2,L,1,PICKCAR_MZN2,262
PICKER_MZN2,167057861,1761,MZN2,3,3,2,R,1,PICKCAR_MZN2,262
PICKER_MZN2,567178572,710,MZN2,3,2,2,R,7,PICKCAR_MZN2,263
PICKER_MZN3,167041200,1213,MZN3,1,2,1,L,3,PICKCAR_MZN3,1
PICKER_MZN3,167052505,974,MZN3,1,3,2,R,2,PICKCAR_MZN3,2
PICKER_MZN3,167052497,1230,MZN3,1,4,1,L,1,PICKCAR_MZN3,3
PICKER_MZN3,167052495,976,MZN3,1,5,2,R,1,PICKCAR_MZN3,4
PICKER_MZN3,167052495,1152,MZN3,1,5,2,R,1,PICKCAR_MZN3,4
PICKER_MZN3,167059608,978,MZN3,1,15,1,L,10,PICKCAR_MZN3,5
PICKER_MZN3,567470327,981,MZN3,2,11,1,L,3,PICKCAR_MZN3,6
PICKER_MZN3,567470327,983,MZN3,2,11,1,L,6,PICKCAR_MZN3,6
PICKER_MZN3,567470330,984,MZN3,2,13,1,L,1,PICKCAR_MZN3,7
PICKER_MZN3,167063210,985,MZN3,2,13,1,R,2,PICKCAR_MZN3,7
PICKER_MZN3,167052633,990,MZN3,2,15,2,L,1,PICKCAR_MZN3,8
PICKER_MZN3,167052631,1037,MZN3,4,14,2,R,1,PICKCAR_MZN3,9
PICKER_MZN3,167063182,1035,MZN3,4,13,2,L,3,PICKCAR_MZN3,10
PICKER_MZN3,167047219,1032,MZN3,4,12,2,R,1,PICKCAR_MZN3,11
PICKER_MZN3,167048230,1029,MZN3,4,11,1,L,2,PICKCAR_MZN3,12
PICKER_MZN3,167067366,1028,MZN3,4,10,2,R,1,PICKCAR_MZN3,13
PICKER_MZN3,167061920,1025,MZN3,4,7,1,L,1,PICKCAR_MZN3,14
PICKER_MZN3,167051368,1022,MZN3,4,4,1,R,1,PICKCAR_MZN3,15
PICKER_MZN3,167051242,1021,MZN3,4,3,2,R,4,PICKCAR_MZN3,16
PICKER_MZN3,167051242,1045,MZN3,4,3,2,R,1,PICKCAR_MZN3,16
PICKER_MZN3,167063563,1000,MZN3,9,4,2,L,1,PICKCAR_MZN3,17
PICKER_MZN3,167066147,1105,MZN3,9,4,2,R,1,PICKCAR_MZN3,17
PICKER_MZN3,167063563,1106,MZN3,9,4,2,L,5,PICKCAR_MZN3,17
PICKER_MZN3,167063563,1107,MZN3,9,4,2,L,2,PICKCAR_MZN3,17
PICKER_MZN3,567191416,1104,MZN3,9,1,1,L,3,PICKCAR_MZN3,18
PICKER_MZN3,567436784,570,MZN3,8,3,1,L,1,PICKCAR_MZN3,19
PICKER_MZN3,567436784,1083,MZN3,8,3,1,L,2,PICKCAR_MZN3,19
PICKER_MZN3,167058022,1114,MZN3,8,1,1,R,1,PICKCAR_MZN3,20
PICKER_MZN3,567418996,599,MZN3,7,3,2,R,1,PICKCAR_MZN3,21
PICKER_MZN3,167062771,1040,MZN3,7,8,2,R,1,PICKCAR_MZN3,22
PICKER_MZN3,167046857,1090,MZN3,8,9,2,R,1,PICKCAR_MZN3,23
PICKER_MZN3,167063504,1091,MZN3,8,13,2,L,1,PICKCAR_MZN3,24
PICKER_MZN3,167048172,1099,MZN3,8,17,1,L,1,PICKCAR_MZN3,25
PICKER_MZN3,167048172,1103,MZN3,8,17,1,L,2,PICKCAR_MZN3,25
PICKER_MZN3,167044943,1100,MZN3,8,17,2,L,1,PICKCAR_MZN3,25
PICKER_MZN3,167062692,1231,MZN3,10,15,1,R,4,PICKCAR_MZN3,26
PICKER_MZN3,167052289,1142,MZN3,10,14,2,R,2,PICKCAR_MZN3,27
PICKER_MZN3,167054037,1137,MZN3,10,12,1,L,1,PICKCAR_MZN3,28
PICKER_MZN3,167052286,1069,MZN3,10,12,2,R,7,PICKCAR_MZN3,28
PICKER_MZN3,167062955,1133,MZN3,10,11,1,L,4,PICKCAR_MZN3,29
PICKER_MZN3,167063192,1132,MZN3,10,11,1,L,1,PICKCAR_MZN3,29
PICKER_MZN3,167052221,1126,MZN3,10,5,2,R,1,PICKCAR_MZN3,30
PICKER_MZN3,167062804,1129,MZN3,10,5,2,L,1,PICKCAR_MZN3,30
PICKER_MZN3,567278952,1199,MZN3,14,17,2,L,2,PICKCAR_MZN3,31
PICKER_MZN3,167055608,1214,MZN3,14,14,2,L,1,PICKCAR_MZN3,32
PICKER_MZN3,167055608,1221,MZN3,14,14,2,L,1,PICKCAR_MZN3,32
PICKER_MZN3,167041608,1217,MZN3,14,13,1,L,7,PICKCAR_MZN3,33
PICKER_MZN3,167058029,1224,MZN3,14,12,2,L,1,PICKCAR_MZN3,34
PICKER_MZN3,167058163,1210,MZN3,14,10,1,R,1,PICKCAR_MZN3,35
PICKER_MZN3,167045551,1208,MZN3,14,9,1,R,5,PICKCAR_MZN3,36
PICKER_MZN3,167063050,1205,MZN3,14,8,1,L,1,PICKCAR_MZN3,37
PICKER_MZN3,167063050,1207,MZN3,14,8,1,L,2,PICKCAR_MZN3,37
PICKER_MZN3,167063051,1205,MZN3,14,4,1,R,2,PICKCAR_MZN3,38
PICKER_MZN3,167056258,1249,MZN3,17,1,2,R,5,PICKCAR_MZN3,39
PICKER_MZN3,167063494,1252,MZN3,17,2,2,L,2,PICKCAR_MZN3,40
PICKER_MZN3,167055680,1204,MZN3,17,3,1,R,1,PICKCAR_MZN3,41
PICKER_MZN3,167055680,1278,MZN3,17,3,1,R,1,PICKCAR_MZN3,41
PICKER_MZN3,167056259,1255,MZN3,17,5,1,L,1,PICKCAR_MZN3,42
PICKER_MZN3,167056259,1134,MZN3,17,5,1,L,2,PICKCAR_MZN3,42
PICKER_MZN3,167056238,1260,MZN3,17,9,2,L,2,PICKCAR_MZN3,43
PICKER_MZN3,167056268,1261,MZN3,17,10,1,L,2,PICKCAR_MZN3,44
PICKER_MZN3,167056268,1262,MZN3,17,10,1,L,1,PICKCAR_MZN3,44
PICKER_MZN3,167056595,1290,MZN3,18,16,2,R,1,PICKCAR_MZN3,45
PICKER_MZN3,567468553,1291,MZN3,18,17,1,R,2,PICKCAR_MZN3,46
PICKER_MZN3,167056296,1308,MZN3,25,17,2,R,15,PICKCAR_MZN3,47
PICKER_MZN3,167056296,1331,MZN3,25,17,2,R,6,PICKCAR_MZN3,47
PICKER_MZN3,167052230,1382,MZN3,25,16,1,R,1,PICKCAR_MZN3,48
PICKER_MZN3,167052230,1381,MZN3,25,16,1,R,1,PICKCAR_MZN3,48
PICKER_MZN3,167052658,1380,MZN3,25,13,2,L,1,PICKCAR_MZN3,49
PICKER_MZN3,167062680,1060,MZN3,25,11,2,R,17,PICKCAR_MZN3,50
PICKER_MZN3,167050658,1378,MZN3,25,9,2,L,1,PICKCAR_MZN3,51
PICKER_MZN3,167050658,1332,MZN3,25,9,2,L,1,PICKCAR_MZN3,51
PICKER_MZN3,167058167,590,MZN3,25,8,1,R,1,PICKCAR_MZN3,52
PICKER_MZN3,167044647,1284,MZN3,25,8,2,L,1,PICKCAR_MZN3,52
PICKER_MZN3,167050665,1375,MZN3,25,7,1,R,1,PICKCAR_MZN3,53
PICKER_MZN3,167044645,1271,MZN3,25,7,2,L,2,PICKCAR_MZN3,53
PICKER_MZN3,167063268,1374,MZN3,25,5,2,R,1,PICKCAR_MZN3,54
PICKER_MZN3,167050852,1400,MZN3,26,11,2,L,1,PICKCAR_MZN3,55
PICKER_MZN3,167050852,1399,MZN3,26,11,2,L,6,PICKCAR_MZN3,55
PICKER_MZN3,167066762,1402,MZN3,26,13,1,L,1,PICKCAR_MZN3,56
PICKER_MZN3,167050676,1128,MZN3,26,13,1,R,8,PICKCAR_MZN3,56
PICKER_MZN3,167050676,1290,MZN3,26,13,1,R,1,PICKCAR_MZN3,56
PICKER_MZN3,167063198,1403,MZN3,26,13,2,R,1,PICKCAR_MZN3,56
PICKER_MZN3,167048126,1407,MZN3,26,17,1,L,2,PICKCAR_MZN3,57
PICKER_MZN3,167058164,1426,MZN3,26,17,2,R,4,PICKCAR_MZN3,57
PICKER_MZN3,167065980,1425,MZN3,27,16,1,R,5,PICKCAR_MZN3,58
PICKER_MZN3,167065980,1144,MZN3,27,16,1,R,4,PICKCAR_MZN3,58
PICKER_MZN3,167066033,1384,MZN3,27,16,2,R,1,PICKCAR_MZN3,58
PICKER_MZN3,167041277,568,MZN3,27,10,1,R,1,PICKCAR_MZN3,59
PICKER_MZN3,167048389,1420,MZN3,27,8,1,R,2,PICKCAR_MZN3,60
PICKER_MZN3,167063036,1414,MZN3,27,8,2,R,1,PICKCAR_MZN3,60
PICKER_MZN3,167063036,1419,MZN3,27,8,2,R,1,PICKCAR_MZN3,60
PICKER_MZN3,167063036,1422,MZN3,27,8,2,R,1,PICKCAR_MZN3,60
PICKER_MZN3,167048388,1345,MZN3,27,7,2,R,2,PICKCAR_MZN3,61
PICKER_MZN3,567500649,1413,MZN3,27,6,1,L,1,PICKCAR_MZN3,62
PICKER_MZN3,567363234,1287,MZN3,27,6,2,R,1,PICKCAR_MZN3,62
PICKER_MZN3,167063043,1411,MZN3,27,4,1,L,1,PICKCAR_MZN3,63
PICKER_MZN3,167057988,1412,MZN3,27,4,2,L,1,PICKCAR_MZN3,63
PICKER_MZN3,167057988,1421,MZN3,27,4,2,L,1,PICKCAR_MZN3,63
PICKER_MZN3,167066169,1388,MZN3,26,4,2,L,1,PICKCAR_MZN3,64
PICKER_MZN3,167056562,1383,MZN3,26,3,1,R,6,PICKCAR_MZN3,65
PICKER_MZN3,167063230,1365,MZN3,24,2,2,L,1,PICKCAR_MZN3,66
PICKER_MZN3,167063253,1367,MZN3,24,3,2,L,2,PICKCAR_MZN3,67
PICKER_MZN3,167063253,1366,MZN3,24,3,2,L,5,PICKCAR_MZN3,67
PICKER_MZN3,567457683,1368,MZN3,24,7,1,L,2,PICKCAR_MZN3,68
PICKER_MZN3,567457660,1310,MZN3,24,7,2,R,1,PICKCAR_MZN3,68
PICKER_MZN3,567457662,1371,MZN3,24,8,2,R,1,PICKCAR_MZN3,69
PICKER_MZN3,567457664,1027,MZN3,24,9,1,R,1,PICKCAR_MZN3,70
PICKER_MZN3,567457665,1370,MZN3,24,10,1,R,3,PICKCAR_MZN3,71
PICKER_MZN3,567436743,1360,MZN3,23,12,2,L,1,PICKCAR_MZN3,72
PICKER_MZN3,567436743,1361,MZN3,23,12,2,L,1,PICKCAR_MZN3,72
PICKER_MZN3,167048386,1357,MZN3,23,8,2,L,1,PICKCAR_MZN3,73
PICKER_MZN3,167048564,1319,MZN3,21,17,2,R,1,PICKCAR_MZN3,74
PICKER_MZN3,167048434,1318,MZN3,21,17,2,L,3,PICKCAR_MZN3,74
PICKER_MZN3,167055930,1316,MZN3,21,15,2,R,4,PICKCAR_MZN3,75
PICKER_MZN3,167053817,1314,MZN3,21,13,2,R,5,PICKCAR_MZN3,76
