PICKER_CODE;PICKCAR_THM;DATE;TIME;AREA;AISLE;COLUMN;SHELF;LEFT_OR_RIGHT;PICKED_THM;ARTICLE_CODE;PICKED_AMOUNT;PICK_ORDER;STEP_DIST;TOTAL_DIST
43058;4167417586;24.11.2025;19:13;MZN5;8;18;2;L;567962160;1102;1;36;2.9;38.28
43058;4167417586;24.11.2025;19:14;MZN5;8;18;2;R;567962159;2281;1;37;0.0;38.28
43058;4167417586;24.11.2025;19:15;MZN5;8;16;1;R;567962225;1140;1;38;5.8;44.08
43058;4167417586;24.11.2025;19:16;MZN5;8;16;1;R;567962228;852;1;39;0.0;44.08
43058;4167417586;24.11.2025;19:16;MZN5;8;16;2;L;567419488;2525;1;40;0.0;44.08
43058;4167417586;24.11.2025;19:17;MZN5;8;16;2;L;567962222;2524;1;41;0.0;44.08
43058;4167417586;24.11.2025;19:17;MZN5;8;15;2;L;567962223;2523;1;42;2.9;46.98
43058;4167417586;24.11.2025;19:17;MZN5;8;14;3;L;567525499;2463;1;43;2.9;49.88
43058;4167417586;24.11.2025;19:18;MZN5;8;14;3;L;567850151;2521;1;44;0.0;49.88
43058;4167417586;24.11.2025;19:19;MZN5;8;14;4;L;567962232;2522;1;45;0.0;49.88
43058;4167417586;24.11.2025;19:19;MZN5;8;13;2;R;567856789;1513;1;46;2.9;52.78
43058;4167417586;24.11.2025;19:20;MZN5;8;9;4;L;567746560;2421;1;47;14.3;67.08
43058;4167417586;24.11.2025;19:20;MZN5;8;6;2;L;567629282;2520;1;48;8.7;75.78
43058;4167417586;24.11.2025;19:20;MZN5;8;6;2;L;567629282;2520;1;49;0.0;75.78
43058;4167417586;24.11.2025;19:20;MZN5;8;5;3;R;567865681;2517;1;50;2.9;78.68
43058;4167417586;24.11.2025;19:21;MZN5;8;5;4;L;567746189;2518;1;51;0.0;78.68
43058;4167417586;24.11.2025;19:21;MZN5;8;5;4;L;567746189;2518;1;52;0.0;78.68
43058;4167417586;24.11.2025;19:21;MZN5;8;5;4;L;567746189;2518;1;53;0.0;78.68
43058;4167417586;24.11.2025;19:21;MZN5;8;5;4;L;567746189;2519;1;54;0.0;78.68
43058;4167417586;24.11.2025;19:22;MZN5;8;5;4;L;567746189;2518;1;55;0.0;78.68
43058;4167417586;24.11.2025;19:22;MZN5;8;5;4;L;567746189;2518;1;56;0.0;78.68
43058;4167417586;24.11.2025;19:22;MZN5;8;4;2;L;567715573;2515;1;57;2.9;81.58
43058;4167417586;24.11.2025;19:22;MZN5;8;4;3;L;567715558;2516;1;58;0.0;81.58
43058;4167417586;24.11.2025;19:22;MZN5;8;3;2;L;567715569;2513;1;59;2.9;84.48
43058;4167417586;24.11.2025;19:22;MZN5;8;3;2;L;567715569;2513;1;60;0.0;84.48
43058;4167417586;24.11.2025;19:22;MZN5;8;3;2;L;567715569;2513;1;61;0.0;84.48
43058;4167417586;24.11.2025;19:22;MZN5;8;3;2;L;567715569;2513;1;62;0.0;84.48
43058;4167417586;24.11.2025;19:22;MZN5;8;3;2;L;567715569;2513;1;63;0.0;84.48
43058;4167417586;24.11.2025;19:22;MZN5;8;3;2;L;567715569;2513;1;64;0.0;84.48
43058;4167417586;24.11.2025;19:22;MZN5;8;3;2;L;567715569;2513;1;65;0.0;84.48
43058;4167417586;24.11.2025;19:22;MZN5;8;3;2;L;567715569;2513;1;66;0.0;84.48
43058;4167417586;24.11.2025;19:23;MZN5;8;3;3;R;567594865;2514;1;67;0.0;84.48
43058;4167417586;24.11.2025;19:23;MZN5;8;3;3;R;567594865;2514;1;68;0.0;84.48
43058;4167417586;24.11.2025;19:24;MZN5;9;12;4;R;567754192;2553;2;69;32.48;116.96
43058;4167417586;24.11.2025;19:24;MZN5;9;12;4;R;567754192;2553;1;70;0.0;116.96
43058;4167417586;24.11.2025;19:25;MZN5;9;13;2;L;567778047;2554;1;71;2.9;119.86
43058;4167417586;24.11.2025;19:25;MZN5;9;13;2;L;567778047;2554;1;72;0.0;119.86
43058;4167417586;24.11.2025;19:25;MZN5;9;13;2;L;567778047;2554;1;73;0.0;119.86
43058;4167417586;24.11.2025;19:25;MZN5;9;13;2;L;567778047;2554;1;74;0.0;119.86
43058;4167417586;24.11.2025;19:26;MZN5;9;13;2;L;567778047;2554;1;75;0.0;119.86
43058;4167417586;24.11.2025;19:26;MZN5;9;13;2;L;567778047;2554;1;76;0.0;119.86
43058;4167417586;24.11.2025;19:26;MZN5;9;13;2;L;567778047;2554;1;77;0.0;119.86
43058;4167417586;24.11.2025;19:26;MZN5;9;13;2;L;567933213;2555;1;78;0.0;119.86
43058;4167417586;24.11.2025;19:26;MZN5;9;13;7;L;567933251;2556;1;79;0.0;119.86
43058;4167417586;24.11.2025;19:27;MZN5;9;14;1;R;567779281;2557;1;80;2.9;122.76
43058;4167417586;24.11.2025;19:27;MZN5;9;14;4;R;567779274;2558;1;81;0.0;122.76
43058;4167417586;24.11.2025;19:27;MZN5;9;14;5;L;567781332;2559;1;82;0.0;122.76
43058;4167417586;24.11.2025;19:27;MZN5;9;16;6;R;567369728;2561;1;83;5.8;128.56
43058;4167417586;24.11.2025;19:28;MZN5;9;16;6;R;567369728;2560;1;84;0.0;128.56
43058;4167417586;24.11.2025;19:30;MZN5;13;3;5;R;567568290;2664;1;85;55.12;183.68
43058;4167417586;24.11.2025;19:30;MZN5;13;3;5;R;567568290;2664;1;86;0.0;183.68
43058;4167417586;24.11.2025;19:30;MZN5;13;2;3;R;567729504;2662;1;87;2.9;186.58
43058;4167417586;24.11.2025;19:30;MZN5;13;2;3;R;567729504;2662;1;88;0.0;186.58
43058;4167417586;24.11.2025;19:30;MZN5;13;2;3;R;567729504;2662;1;89;0.0;186.58
43058;4167417586;24.11.2025;19:30;MZN5;13;2;5;L;567729501;2663;1;90;0.0;186.58
43058;4167417586;24.11.2025;19:30;MZN5;13;1;3;L;567954469;2661;1;91;2.9;189.48
43058;4167417586;24.11.2025;19:30;MZN5;13;1;3;L;567954469;2661;1;92;0.0;189.48
43058;4167417586;24.11.2025;19:31;MZN5;13;4;1;L;4197290163;2665;1;93;8.7;198.18
43058;4167417586;24.11.2025;19:31;MZN5;13;4;3;L;567697913;2666;1;94;0.0;198.18
43058;4167417586;24.11.2025;19:31;MZN5;13;4;3;L;567697913;2666;1;95;0.0;198.18
43058;4167417586;24.11.2025;19:31;MZN5;13;4;3;L;567697913;2666;1;96;0.0;198.18
43058;4167417586;24.11.2025;19:32;MZN5;13;6;6;R;567941529;2667;1;97;5.8;203.98
43058;4167417586;24.11.2025;19:32;MZN5;13;6;7;R;4197288577;2668;1;98;0.0;203.98
43058;4167417586;24.11.2025;19:32;MZN5;13;6;7;R;4197288577;2668;1;99;0.0;203.98
43058;4167417586;24.11.2025;19:32;MZN5;13;6;7;R;4197288577;2668;1;100;0.0;203.98
43058;4167417586;24.11.2025;19:32;MZN5;13;6;7;R;4197288577;2668;2;101;0.0;203.98
43058;4167417586;24.11.2025;19:33;MZN5;13;7;3;R;567692754;2553;1;102;2.9;206.88
43058;4167417586;24.11.2025;19:33;MZN5;13;7;3;R;567692754;2553;1;103;0.0;206.88
43058;4167417586;24.11.2025;19:33;MZN5;13;7;3;R;567692754;2553;1;104;0.0;206.88
43058;4167417586;24.11.2025;19:33;MZN5;13;7;3;R;567692754;2553;1;105;0.0;206.88
43058;4167417586;24.11.2025;19:33;MZN5;13;7;3;R;567743397;2669;1;106;0.0;206.88
43058;4167417586;24.11.2025;19:33;MZN5;13;8;4;R;567786496;2672;1;107;2.9;209.78
43058;4167417586;24.11.2025;19:33;MZN5;13;8;4;R;567786510;2671;1;108;0.0;209.78
43058;4167417586;24.11.2025;19:33;MZN5;13;8;4;R;567786510;2671;2;109;0.0;209.78
43058;4167417586;24.11.2025;19:33;MZN5;13;8;4;R;567786510;2671;1;110;0.0;209.78
43058;4167417586;24.11.2025;19:33;MZN5;13;9;3;R;567735870;2673;1;111;2.9;212.68
43058;4167417586;24.11.2025;19:33;MZN5;13;9;3;R;567735870;2673;1;112;0.0;212.68
43058;4167417586;24.11.2025;19:34;MZN5;13;9;4;L;567611999;2674;1;113;0.0;212.68
43058;4167417586;24.11.2025;19:34;MZN5;13;9;4;L;567611999;2674;1;114;0.0;212.68
43058;4167417586;24.11.2025;19:34;MZN5;13;10;6;L;567866748;2676;1;115;2.9;215.58
43058;4167417586;24.11.2025;19:34;MZN5;13;10;6;L;567866748;1541;1;116;0.0;215.58
43058;4167417586;24.11.2025;19:34;MZN5;13;10;6;R;4197295143;2677;1;117;0.0;215.58
43058;4167417586;24.11.2025;19:35;MZN5;13;10;6;R;4197295143;2677;1;118;0.0;215.58
43058;4167417586;24.11.2025;19:35;MZN5;13;10;6;R;4197295143;2677;1;119;0.0;215.58
43058;4167417586;24.11.2025;19:35;MZN5;13;11;3;L;567582115;2678;1;120;5.6;221.18
43058;4167417586;24.11.2025;19:35;MZN5;13;11;3;L;567582115;2678;1;121;0.0;221.18
43058;4167417586;24.11.2025;19:35;MZN5;13;11;3;L;567582115;2678;1;122;0.0;221.18
43058;4167417586;24.11.2025;19:35;MZN5;13;11;3;L;567582115;2678;1;123;0.0;221.18
43058;4167417586;24.11.2025;19:35;MZN5;13;12;4;R;567780889;2679;2;124;2.9;224.08
43058;4167417586;24.11.2025;19:38;MZN5;13;15;3;R;567780780;2680;1;125;8.7;232.78
43058;4167417586;24.11.2025;19:38;MZN5;13;15;5;R;567780784;2681;1;126;0.0;232.78
43058;4167417586;24.11.2025;19:40;MZN5;13;15;6;L;567780741;2682;1;127;0.0;232.78
43058;4167417586;24.11.2025;19:41;MZN5;13;17;4;R;567854491;2684;2;128;5.8;238.58
43058;4167417586;24.11.2025;19:41;MZN5;13;17;4;R;567854560;2684;1;129;0.0;238.58
43058;4167417586;24.11.2025;19:42;MZN5;13;17;4;R;567867601;2683;1;130;0.0;238.58
43058;4167417586;24.11.2025;19:42;MZN5;13;17;4;R;567867601;2683;1;131;0.0;238.58
43058;4167417586;24.11.2025;19:43;MZN5;13;17;4;R;567867601;2683;1;132;0.0;238.58
43058;4167417586;24.11.2025;19:43;MZN5;13;17;4;R;567867601;2683;1;133;0.0;238.58
43058;4167417586;24.11.2025;19:43;MZN5;13;17;4;R;567867601;2683;1;134;0.0;238.58
43443;4167417608;24.11.2025;13:42;MZN2;2;15;1;L;167066558;630;1;1;0.0;0.0
43443;4167417608;24.11.2025;13:42;MZN2;2;18;2;R;167066602;632;1;2;8.7;8.7
43443;4167417608;24.11.2025;13:42;MZN2;2;18;2;R;167066602;632;1;3;0.0;8.7
43443;4167417608;24.11.2025;13:42;MZN2;2;18;2;R;167066602;631;1;4;0.0;8.7
43443;4167417608;24.11.2025;13:43;MZN2;2;14;2;L;167056173;629;1;5;11.6;20.3
43443;4167417608;24.11.2025;13:43;MZN2;2;14;2;L;167056173;629;1;6;0.0;20.3
43443;4167417608;24.11.2025;13:43;MZN2;2;12;2;L;167066603;627;1;7;5.8;26.1
43443;4167417608;24.11.2025;13:43;MZN2;2;12;2;L;167066603;628;1;8;0.0;26.1
43443;4167417608;24.11.2025;13:43;MZN2;2;12;2;L;167066603;628;1;9;0.0;26.1
43443;4167417608;24.11.2025;13:44;MZN2;2;8;1;L;167067903;626;1;10;14.3;40.4
43443;4167417608;24.11.2025;13:44;MZN2;2;8;1;L;167067903;626;1;11;0.0;40.4
43443;4167417608;24.11.2025;13:44;MZN2;2;8;1;L;167067903;626;1;12;0.0;40.4
43443;4167417608;24.11.2025;13:44;MZN2;2;8;1;L;167067903;626;1;13;0.0;40.4
43443;4167417608;24.11.2025;13:44;MZN2;2;8;1;L;167067903;626;1;14;0.0;40.4
43443;4167417608;24.11.2025;13:44;MZN2;2;8;1;L;167067903;626;1;15;0.0;40.4
43443;4167417608;24.11.2025;13:45;MZN2;2;7;1;R;167056060;619;1;16;2.9;43.3
43443;4167417608;24.11.2025;13:46;MZN2;2;7;2;L;167066063;625;1;17;0.0;43.3
43443;4167417608;24.11.2025;13:46;MZN2;2;6;1;L;167059465;622;1;18;2.9;46.2
43443;4167417608;24.11.2025;13:46;MZN2;2;6;1;L;167059465;622;1;19;0.0;46.2
43443;4167417608;24.11.2025;13:46;MZN2;2;6;1;L;167066062;623;1;20;0.0;46.2
43443;4167417608;24.11.2025;13:47;MZN2;2;6;2;L;167053759;624;1;21;0.0;46.2
43443;4167417608;24.11.2025;13:47;MZN2;2;6;2;L;167053759;624;1;22;0.0;46.2
43443;4167417608;24.11.2025;13:47;MZN2;2;6;2;L;167053759;624;1;23;0.0;46.2
43443;4167417608;24.11.2025;13:47;MZN2;2;6;2;L;167053759;624;1;24;0.0;46.2
43443;4167417608;24.11.2025;13:47;MZN2;2;6;2;L;167053759;624;1;25;0.0;46.2
43443;4167417608;24.11.2025;13:47;MZN2;2;6;2;L;167053759;624;1;26;0.0;46.2
43443;4167417608;24.11.2025;13:47;MZN2;2;6;2;L;167053759;624;1;27;0.0;46.2
43443;4167417608;24.11.2025;13:48;MZN2;2;5;2;R;567279730;621;1;28;2.9;49.1
43443;4167417608;24.11.2025;13:48;MZN2;2;4;2;R;167058310;619;1;29;2.9;52.0
43443;4167417608;24.11.2025;13:48;MZN2;2;4;2;R;167058310;619;1;30;0.0;52.0
43443;4167417608;24.11.2025;13:48;MZN2;2;4;2;R;167058310;619;1;31;0.0;52.0
43443;4167417608;24.11.2025;13:48;MZN2;2;4;2;R;167058310;619;1;32;0.0;52.0
43443;4167417608;24.11.2025;13:48;MZN2;2;4;2;R;167058310;619;1;33;0.0;52.0
43443;4167417608;24.11.2025;13:49;MZN2;2;4;2;R;167058310;619;1;34;0.0;52.0
43443;4167417608;24.11.2025;13:49;MZN2;2;4;2;R;167070264;620;1;35;0.0;52.0
43443;4167417608;24.11.2025;13:49;MZN2;2;4;2;R;167070264;618;1;36;0.0;52.0
43443;4167417608;24.11.2025;13:49;MZN2;2;4;2;R;167070264;618;1;37;0.0;52.0
43443;4167417608;24.11.2025;13:49;MZN2;2;4;2;R;167070264;618;1;38;0.0;52.0
43443;4167417608;24.11.2025;13:49;MZN2;2;4;2;R;167070264;618;1;39;0.0;52.0
43443;4167417608;24.11.2025;13:49;MZN2;2;4;2;R;167070264;618;1;40;0.0;52.0
43443;4167417608;24.11.2025;13:50;MZN2;2;4;2;R;167070264;620;1;41;0.0;52.0
43443;4167417608;24.11.2025;13:50;MZN2;2;4;2;R;167070264;620;1;42;0.0;52.0
43443;4167417608;24.11.2025;13:50;MZN2;2;4;2;R;167070264;620;1;43;0.0;52.0
43443;4167417608;24.11.2025;13:50;MZN2;2;4;2;R;167070264;620;1;44;0.0;52.0
43443;4167417608;24.11.2025;13:50;MZN2;2;4;2;R;167070264;620;1;45;0.0;52.0
43443;4167417608;24.11.2025;13:50;MZN2;2;4;2;R;167070264;620;1;46;0.0;52.0
43443;4167417608;24.11.2025;13:50;MZN2;2;4;2;R;167070264;620;1;47;0.0;52.0
43443;4167417608;24.11.2025;13:51;MZN2;2;3;1;L;567279569;617;1;48;2.9;54.9
43443;4167417608;24.11.2025;13:51;MZN2;2;3;1;L;567279569;617;1;49;0.0;54.9
43443;4167417608;24.11.2025;13:51;MZN2;2;3;1;L;567279569;617;1;50;0.0;54.9
43443;4167417608;24.11.2025;13:52;MZN2;2;2;2;R;167050572;616;1;51;2.9;57.8
43443;4167417608;24.11.2025;14:04;MZN2;6;19;1;L;167069736;708;1;52;66.72;124.52
43443;4167417608;24.11.2025;14:04;MZN2;6;19;1;R;167069737;708;1;53;0.0;124.52
43443;4167417608;24.11.2025;14:05;MZN2;6;17;2;L;167045461;707;1;54;5.8;130.32
43443;4167417608;24.11.2025;14:45;MZN2;13;3;1;R;567306599;784;1;55;69.06;199.38
43443;4167417608;24.11.2025;14:45;MZN2;13;1;2;L;167047152;783;1;56;5.8;205.18
43443;4167417608;24.11.2025;14:45;MZN2;13;1;2;L;167047152;783;1;57;0.0;205.18
43443;4167417608;24.11.2025;14:45;MZN2;13;1;2;L;167047152;783;1;58;0.0;205.18
43443;4167417608;24.11.2025;14:46;MZN2;13;5;1;R;567142966;666;1;59;11.6;216.78
43443;4167417608;24.11.2025;14:46;MZN2;13;5;1;R;567142966;666;1;60;0.0;216.78
43443;4167417608;24.11.2025;14:46;MZN2;13;5;1;R;567142966;666;1;61;0.0;216.78
43443;4167417608;24.11.2025;14:46;MZN2;13;5;1;R;567142966;666;1;62;0.0;216.78
43443;4167417608;24.11.2025;14:46;MZN2;13;5;1;R;567142966;666;1;63;0.0;216.78
43443;4167417608;24.11.2025;14:46;MZN2;13;5;1;R;567142966;666;1;64;0.0;216.78
43443;4167417608;24.11.2025;14:46;MZN2;13;5;1;R;567142966;666;1;65;0.0;216.78
43443;4167417608;24.11.2025;14:46;MZN2;13;5;1;R;567142966;666;1;66;0.0;216.78
43443;4167417608;24.11.2025;14:46;MZN2;13;5;1;R;567142966;785;1;67;0.0;216.78
43443;4167417608;24.11.2025;14:46;MZN2;13;7;1;L;167068048;786;1;68;5.8;222.58
43443;4167417608;24.11.2025;14:47;MZN2;13;7;2;L;167057696;787;1;69;0.0;222.58
43443;4167417608;24.11.2025;14:47;MZN2;13;8;2;R;567357969;635;1;70;2.9;225.48
43443;4167417608;24.11.2025;14:47;MZN2;13;8;2;R;567357969;635;1;71;0.0;225.48
43443;4167417608;24.11.2025;14:47;MZN2;13;8;2;R;567357969;635;1;72;0.0;225.48
43443;4167417608;24.11.2025;14:47;MZN2;13;8;2;R;567357969;635;1;73;0.0;225.48
43443;4167417608;24.11.2025;14:48;MZN2;13;9;1;R;567183394;788;1;74;2.9;228.38
43443;4167417608;24.11.2025;14:48;MZN2;13;9;1;R;567183394;788;1;75;0.0;228.38
43443;4167417608;24.11.2025;14:48;MZN2;13;9;1;R;567183394;788;1;76;0.0;228.38
43443;4167417608;24.11.2025;14:48;MZN2;13;9;1;R;567183394;788;1;77;0.0;228.38
43443;4167417608;24.11.2025;14:48;MZN2;13;9;1;R;567183394;788;1;78;0.0;228.38
43443;4167417608;24.11.2025;14:48;MZN2;13;9;1;R;567183394;788;1;79;0.0;228.38
43443;4167417608;24.11.2025;14:48;MZN2;13;9;1;R;567183394;788;1;80;0.0;228.38
43443;4167417608;24.11.2025;14:48;MZN2;13;9;1;R;567183394;788;1;81;0.0;228.38
43443;4167417608;24.11.2025;14:48;MZN2;13;9;1;R;567183394;788;1;82;0.0;228.38
43443;4167417608;24.11.2025;14:48;MZN2;13;9;1;R;567183394;788;1;83;0.0;228.38
43443;4167417608;24.11.2025;14:48;MZN2;13;9;1;R;567183394;788;1;84;0.0;228.38
43443;4167417608;24.11.2025;14:48;MZN2;13;9;1;R;567183394;788;1;85;0.0;228.38
43443;4167417608;24.11.2025;14:48;MZN2;13;9;1;R;567183394;788;1;86;0.0;228.38
43443;4167417608;24.11.2025;14:48;MZN2;13;9;1;R;567183394;788;1;87;0.0;228.38
43443;4167417608;24.11.2025;14:48;MZN2;13;9;1;R;567183394;788;1;88;0.0;228.38
43443;4167417608;24.11.2025;14:48;MZN2;13;9;1;R;567183394;788;1;89;0.0;228.38
43443;4167417608;24.11.2025;14:48;MZN2;13;9;1;R;567183394;788;1;90;0.0;228.38
43443;4167417608;24.11.2025;14:50;MZN2;13;10;1;L;167059564;789;1;91;2.9;231.28
43443;4167417608;24.11.2025;14:50;MZN2;13;11;2;L;167054545;790;1;92;5.6;236.88
43443;4167417608;24.11.2025;14:50;MZN2;13;11;2;L;167054545;790;1;93;0.0;236.88
43443;4167417608;24.11.2025;14:51;MZN2;13;12;2;L;167044705;791;1;94;2.9;239.78
43443;4167417608;24.11.2025;14:54;MZN2;13;13;2;R;567178052;793;1;95;2.9;242.68
43443;4167417608;24.11.2025;14:54;MZN2;13;13;2;R;567178052;792;1;96;0.0;242.68
43443;4167417608;24.11.2025;14:55;MZN2;13;14;1;L;167067691;794;2;97;2.9;245.58
43443;4167417608;24.11.2025;14:55;MZN2;13;14;1;L;167067691;794;1;98;0.0;245.58
43443;4167417608;24.11.2025;14:55;MZN2;13;14;2;L;167067690;795;1;99;0.0;245.58
43443;4167417608;24.11.2025;14:55;MZN2;13;14;2;L;167067690;795;2;100;0.0;245.58
43443;4167417608;24.11.2025;14:55;MZN2;13;14;2;L;167067690;795;1;101;0.0;245.58
43443;4167417608;24.11.2025;14:55;MZN2;13;14;2;L;167067690;795;1;102;0.0;245.58
43443;4167417608;24.11.2025;14:55;MZN2;13;14;2;L;167067690;795;1;103;0.0;245.58
43443;4167417608;24.11.2025;14:56;MZN2;13;14;2;L;167067690;795;1;104;0.0;245.58
43443;4167417608;24.11.2025;14:56;MZN2;13;14;2;L;167067690;795;1;105;0.0;245.58
43443;4167417608;24.11.2025;14:56;MZN2;13;15;1;R;167067653;796;1;106;2.9;248.48
43443;4167417608;24.11.2025;14:56;MZN2;13;15;1;R;167067653;796;1;107;0.0;248.48
43443;4167417608;24.11.2025;14:56;MZN2;13;15;1;R;167067653;796;1;108;0.0;248.48
43443;4167417608;24.11.2025;14:56;MZN2;13;15;1;R;167067653;796;1;109;0.0;248.48
43443;4167417608;24.11.2025;14:56;MZN2;13;15;2;R;167067692;797;1;110;0.0;248.48
43443;4167417608;24.11.2025;14:56;MZN2;13;15;2;R;167067692;797;1;111;0.0;248.48
43443;4167417608;24.11.2025;14:56;MZN2;13;15;2;R;167067692;797;1;112;0.0;248.48
43443;4167417608;24.11.2025;14:56;MZN2;13;15;2;R;167067692;797;1;113;0.0;248.48
43443;4167417608;24.11.2025;14:57;MZN2;13;15;2;R;167067692;798;1;114;0.0;248.48
43443;4167417608;24.11.2025;14:57;MZN2;13;15;2;R;167067692;797;1;115;0.0;248.48
43443;4167417608;24.11.2025;14:57;MZN2;13;15;2;R;167067692;797;1;116;0.0;248.48
43443;4167417608;24.11.2025;14:57;MZN2;13;15;2;R;167067692;797;1;117;0.0;248.48
43443;4167417608;24.11.2025;14:59;MZN2;13;15;2;R;167067692;798;1;118;0.0;248.48
43443;4167417608;24.11.2025;14:59;MZN2;13;15;2;R;167067692;798;1;119;0.0;248.48
43443;4167417608;24.11.2025;14:59;MZN2;13;15;2;R;167067692;798;1;120;0.0;248.48
43443;4167417608;24.11.2025;14:59;MZN2;13;15;2;R;167067692;798;1;121;0.0;248.48
43443;4167417608;24.11.2025;14:59;MZN2;13;15;2;R;167067692;798;1;122;0.0;248.48
43443;4167417608;24.11.2025;14:59;MZN2;13;16;2;L;567178179;799;1;123;2.9;251.38
43443;4167417608;24.11.2025;15:11;MZN2;6;16;2;L;567350938;706;1;124;54.56;305.94
43443;4167417608;24.11.2025;15:13;MZN2;6;15;2;L;167056473;705;1;125;2.9;308.84
43443;4167417608;24.11.2025;15:13;MZN2;6;14;1;L;167066864;702;1;126;2.9;311.74
43443;4167417608;24.11.2025;15:13;MZN2;6;14;1;R;167070221;703;1;127;0.0;311.74
43443;4167417608;24.11.2025;15:14;MZN2;6;14;2;R;167069738;704;1;128;0.0;311.74
43443;4167417608;24.11.2025;15:15;MZN2;6;14;2;R;167069738;704;1;129;0.0;311.74
43443;4167417608;24.11.2025;15:15;MZN2;6;14;2;R;167069738;704;1;130;0.0;311.74
43443;4167417608;24.11.2025;15:15;MZN2;6;13;2;L;4197224497;701;1;131;2.9;314.64
43443;4167417608;24.11.2025;15:15;MZN2;6;9;1;R;167059649;700;1;132;14.3;328.94
43443;4167417608;24.11.2025;15:16;MZN2;6;8;1;L;167055817;699;1;133;2.9;331.84
43443;4167417608;24.11.2025;15:16;MZN2;6;8;1;L;167055817;699;1;134;0.0;331.84
43443;4167417644;24.11.2025;11:21;MZN5;16;17;4;R;567867443;2760;1;1;0.0;0.0
43443;4167417644;24.11.2025;11:21;MZN5;16;17;4;R;567867443;2760;1;2;0.0;0.0
43443;4167417644;24.11.2025;11:22;MZN5;16;12;2;R;567737365;2757;1;3;14.5;14.5
43443;4167417644;24.11.2025;11:22;MZN5;16;12;2;R;567737365;2758;1;4;0.0;14.5
43443;4167417644;24.11.2025;11:22;MZN5;16;12;4;R;567662964;2759;1;5;0.0;14.5
43443;4167417644;24.11.2025;11:23;MZN5;16;10;4;L;4197292667;2677;1;6;8.5;23.0
43443;4167417644;24.11.2025;11:23;MZN5;16;7;4;L;567779899;2755;1;7;8.7;31.7
43443;4167417644;24.11.2025;11:23;MZN5;16;7;4;L;567779899;2755;1;8;0.0;31.7
43443;4167417644;24.11.2025;11:23;MZN5;16;7;4;R;567779891;2755;1;9;0.0;31.7
43443;4167417644;24.11.2025;11:23;MZN5;16;7;4;R;567779891;2755;1;10;0.0;31.7
43443;4167417644;24.11.2025;11:23;MZN5;16;7;4;R;567779891;2755;1;11;0.0;31.7
43443;4167417644;24.11.2025;11:23;MZN5;16;7;4;R;567779891;2755;1;12;0.0;31.7
43443;4167417644;24.11.2025;11:23;MZN5;16;7;4;R;567779891;2755;1;13;0.0;31.7
43443;4167417644;24.11.2025;11:24;MZN5;16;7;4;R;567779891;2755;1;14;0.0;31.7
43443;4167417644;24.11.2025;11:28;MZN5;16;7;6;R;567718413;2756;1;15;0.0;31.7
43443;4167417644;24.11.2025;11:28;MZN5;16;6;4;R;567941358;1053;1;16;2.9;34.6
43443;4167417644;24.11.2025;11:28;MZN5;16;6;5;R;567779107;2753;1;17;0.0;34.6
43443;4167417644;24.11.2025;11:28;MZN5;16;6;5;R;567779107;2753;1;18;0.0;34.6
43443;4167417644;24.11.2025;11:29;MZN5;16;5;1;L;567699609;2752;1;19;2.9;37.5
43443;4167417644;24.11.2025;11:29;MZN5;16;5;1;L;567699609;2752;1;20;0.0;37.5
43443;4167417644;24.11.2025;11:29;MZN5;16;5;1;L;567699609;2752;1;21;0.0;37.5
43443;4167417644;24.11.2025;11:29;MZN5;16;5;1;L;567699609;2752;1;22;0.0;37.5
43443;4167417644;24.11.2025;11:29;MZN5;16;5;3;L;567699608;2702;1;23;0.0;37.5
43443;4167417644;24.11.2025;11:29;MZN5;16;5;3;L;567699608;2702;1;24;0.0;37.5
43443;4167417644;24.11.2025;11:29;MZN5;16;5;3;L;567699608;2702;1;25;0.0;37.5
43443;4167417644;24.11.2025;11:30;MZN5;16;4;1;L;567940748;2750;1;26;2.9;40.4
43443;4167417644;24.11.2025;11:30;MZN5;16;4;1;R;567692816;2751;1;27;0.0;40.4
43443;4167417644;24.11.2025;11:30;MZN5;16;4;1;R;567692816;2751;1;28;0.0;40.4
43443;4167417644;24.11.2025;11:30;MZN5;16;4;1;R;567692816;2751;1;29;0.0;40.4
43443;4167417644;24.11.2025;11:30;MZN5;16;2;3;R;567704355;2748;1;30;5.8;46.2
43443;4167417644;24.11.2025;11:31;MZN5;16;1;4;R;567779172;2747;1;31;2.9;49.1
43443;4167417644;24.11.2025;11:31;MZN5;16;1;4;R;567779172;2747;1;32;0.0;49.1
43443;4167417644;24.11.2025;11:31;MZN5;15;2;1;L;567696793;2652;1;33;12.18;61.28
43443;4167417644;24.11.2025;11:31;MZN5;15;2;1;L;567696793;2652;1;34;0.0;61.28
43443;4167417644;24.11.2025;11:32;MZN5;15;2;3;L;567696806;2602;1;35;0.0;61.28
43443;4167417644;24.11.2025;11:32;MZN5;15;2;4;L;567778256;2727;1;36;0.0;61.28
43443;4167417644;24.11.2025;11:32;MZN5;15;2;5;L;567778646;2605;1;37;0.0;61.28
43443;4167417644;24.11.2025;11:32;MZN5;15;2;5;L;567778646;2605;1;38;0.0;61.28
43443;4167417644;24.11.2025;11:32;MZN5;15;2;5;L;567778646;2605;1;39;0.0;61.28
43443;4167417644;24.11.2025;11:33;MZN5;15;2;7;L;567696802;2597;1;40;0.0;61.28
43443;4167417644;24.11.2025;11:33;MZN5;15;2;7;L;567696802;2597;1;41;0.0;61.28
