ARTICLE_CODE,AMOUNT
1,8
2,7
3,10
4,6
5,4
6,5
7,2
8,5
9,6
10,10
11,8
12,8
13,2
14,4
15,2
24,7
25,14
26,14
27,7
28,7
29,7
30,14
31,14
33,7
35,7
36,7
37,7
38,14
39,14
40,7
41,7
42,7
43,14
44,14
45,7
46,7
47,7
48,7
49,14
50,14
51,7
52,7
53,7
54,7
55,14
56,14
57,7
58,14
59,5
60,10
61,10
62,5
63,2
64,7
65,14
66,14
67,7
68,14
69,14
70,7
71,7
72,14
73,14
74,7
75,7
76,14
77,14
78,7
79,14
80,14
81,7
82,7
83,7
84,7
85,7
86,7
87,7
