NODE_LABEL,FLOOR,AISLE,COLUMN,AISLE_1_COLUMN_1,AISLE_1_COLUMN_2,AISLE_1_COLUMN_3,AISLE_1_COLUMN_4,AISLE_1_COLUMN_5,AISLE_1_COLUMN_6,AISLE_1_COLUMN_7,AISLE_1_COLUMN_8,AISLE_1_COLUMN_9,AISLE_1_COLUMN_10,AISLE_1_COLUMN_11,AISLE_1_COLUMN_12,AISLE_1_COLUMN_13,AISLE_1_COLUMN_14,AISLE_1_COLUMN_15,AISLE_1_COLUMN_16,AISLE_1_COLUMN_17,AISLE_1_COLUMN_18,AISLE_1_COLUMN_19,AISLE_1_COLUMN_20,AISLE_2_COLUMN_1,AISLE_2_COLUMN_2,AISLE_2_COLUMN_3,AISLE_2_COLUMN_4,AISLE_2_COLUMN_5,AISLE_2_COLUMN_6,AISLE_2_COLUMN_7,AISLE_2_COLUMN_8,AISLE_2_COLUMN_9,AISLE_2_COLUMN_10,AISLE_2_COLUMN_11,AISLE_2_COLUMN_12,AISLE_2_COLUMN_13,AISLE_2_COLUMN_14,AISLE_2_COLUMN_15,AISLE_2_COLUMN_16,AISLE_2_COLUMN_17,AISLE_2_COLUMN_18,AISLE_2_COLUMN_19,AISLE_2_COLUMN_20,AISLE_3_COLUMN_1,AISLE_3_COLUMN_2,AISLE_3_COLUMN_3,AISLE_3_COLUMN_4,AISLE_3_COLUMN_5,AISLE_3_COLUMN_6,AISLE_3_COLUMN_7,AISLE_3_COLUMN_8,AISLE_3_COLUMN_9,AISLE_3_COLUMN_10,AISLE_3_COLUMN_11,AISLE_3_COLUMN_12,AISLE_3_COLUMN_13,AISLE_3_COLUMN_14,AISLE_3_COLUMN_15,AISLE_3_COLUMN_16,AISLE_3_COLUMN_17,AISLE_3_COLUMN_18,AISLE_3_COLUMN_19,AISLE_3_COLUMN_20,AISLE_4_COLUMN_1,AISLE_4_COLUMN_2,AISLE_4_COLUMN_3,AISLE_4_COLUMN_4,AISLE_4_COLUMN_5,AISLE_4_COLUMN_6,AISLE_4_COLUMN_7,AISLE_4_COLUMN_8,AISLE_4_COLUMN_9,AISLE_4_COLUMN_10,AISLE_4_COLUMN_11,AISLE_4_COLUMN_12,AISLE_4_COLUMN_13,AISLE_4_COLUMN_14,AISLE_4_COLUMN_15,AISLE_4_COLUMN_16,AISLE_4_COLUMN_17,AISLE_4_COLUMN_18,AISLE_4_COLUMN_19,AISLE_4_COLUMN_20,AISLE_5_COLUMN_1,AISLE_5_COLUMN_2,AISLE_5_COLUMN_3,AISLE_5_COLUMN_4,AISLE_5_COLUMN_5,AISLE_5_COLUMN_6,AISLE_5_COLUMN_7,AISLE_5_COLUMN_8,AISLE_5_COLUMN_9,AISLE_5_COLUMN_10,AISLE_5_COLUMN_11,AISLE_5_COLUMN_12,AISLE_5_COLUMN_13,AISLE_5_COLUMN_14,AISLE_5_COLUMN_15,AISLE_5_COLUMN_16,AISLE_5_COLUMN_17,AISLE_5_COLUMN_18,AISLE_5_COLUMN_19,AISLE_5_COLUMN_20,AISLE_6_COLUMN_1,AISLE_6_COLUMN_2,AISLE_6_COLUMN_3,AISLE_6_COLUMN_4,AISLE_6_COLUMN_5,AISLE_6_COLUMN_6,AISLE_6_COLUMN_7,AISLE_6_COLUMN_8,AISLE_6_COLUMN_9,AISLE_6_COLUMN_10,AISLE_6_COLUMN_11,AISLE_6_COLUMN_12,AISLE_6_COLUMN_13,AISLE_6_COLUMN_14,AISLE_6_COLUMN_15,AISLE_6_COLUMN_16,AISLE_6_COLUMN_17,AISLE_6_COLUMN_18,AISLE_6_COLUMN_19,AISLE_6_COLUMN_20,AISLE_7_COLUMN_1,AISLE_7_COLUMN_2,AISLE_7_COLUMN_3,AISLE_7_COLUMN_4,AISLE_7_COLUMN_5,AISLE_7_COLUMN_6,AISLE_7_COLUMN_7,AISLE_7_COLUMN_8,AISLE_7_COLUMN_9,AISLE_7_COLUMN_10,AISLE_7_COLUMN_11,AISLE_7_COLUMN_12,AISLE_7_COLUMN_13,AISLE_7_COLUMN_14,AISLE_7_COLUMN_15,AISLE_7_COLUMN_16,AISLE_7_COLUMN_17,AISLE_7_COLUMN_18,AISLE_7_COLUMN_19,AISLE_7_COLUMN_20,AISLE_8_COLUMN_1,AISLE_8_COLUMN_2,AISLE_8_COLUMN_3,AISLE_8_COLUMN_4,AISLE_8_COLUMN_5,AISLE_8_COLUMN_6,AISLE_8_COLUMN_7,AISLE_8_COLUMN_8,AISLE_8_COLUMN_9,AISLE_8_COLUMN_10,AISLE_8_COLUMN_11,AISLE_8_COLUMN_12,AISLE_8_COLUMN_13,AISLE_8_COLUMN_14,AISLE_8_COLUMN_15,AISLE_8_COLUMN_16,AISLE_8_COLUMN_17,AISLE_8_COLUMN_18,AISLE_8_COLUMN_19,AISLE_8_COLUMN_20,AISLE_9_COLUMN_1,AISLE_9_COLUMN_2,AISLE_9_COLUMN_3,AISLE_9_COLUMN_4,AISLE_9_COLUMN_5,AISLE_9_COLUMN_6,AISLE_9_COLUMN_7,AISLE_9_COLUMN_8,AISLE_9_COLUMN_9,AISLE_9_COLUMN_10,AISLE_9_COLUMN_11,AISLE_9_COLUMN_12,AISLE_9_COLUMN_13,AISLE_9_COLUMN_14,AISLE_9_COLUMN_15,AISLE_9_COLUMN_16,AISLE_9_COLUMN_17,AISLE_9_COLUMN_18,AISLE_9_COLUMN_19,AISLE_9_COLUMN_20,AISLE_10_COLUMN_1,AISLE_10_COLUMN_2,AISLE_10_COLUMN_3,AISLE_10_COLUMN_4,AISLE_10_COLUMN_5,AISLE_10_COLUMN_6,AISLE_10_COLUMN_7,AISLE_10_COLUMN_8,AISLE_10_COLUMN_9,AISLE_10_COLUMN_10,AISLE_10_COLUMN_11,AISLE_10_COLUMN_12,AISLE_10_COLUMN_13,AISLE_10_COLUMN_14,AISLE_10_COLUMN_15,AISLE_10_COLUMN_16,AISLE_10_COLUMN_17,AISLE_10_COLUMN_18,AISLE_10_COLUMN_19,AISLE_10_COLUMN_20,AISLE_11_COLUMN_1,AISLE_11_COLUMN_2,AISLE_11_COLUMN_3,AISLE_11_COLUMN_4,AISLE_11_COLUMN_5,AISLE_11_COLUMN_6,AISLE_11_COLUMN_7,AISLE_11_COLUMN_8,AISLE_11_COLUMN_9,AISLE_11_COLUMN_10,AISLE_11_COLUMN_11,AISLE_11_COLUMN_12,AISLE_11_COLUMN_13,AISLE_11_COLUMN_14,AISLE_11_COLUMN_15,AISLE_11_COLUMN_16,AISLE_11_COLUMN_17,AISLE_11_COLUMN_18,AISLE_11_COLUMN_19,AISLE_11_COLUMN_20,AISLE_12_COLUMN_1,AISLE_12_COLUMN_2,AISLE_12_COLUMN_3,AISLE_12_COLUMN_4,AISLE_12_COLUMN_5,AISLE_12_COLUMN_6,AISLE_12_COLUMN_7,AISLE_12_COLUMN_8,AISLE_12_COLUMN_9,AISLE_12_COLUMN_10,AISLE_12_COLUMN_11,AISLE_12_COLUMN_12,AISLE_12_COLUMN_13,AISLE_12_COLUMN_14,AISLE_12_COLUMN_15,AISLE_12_COLUMN_16,AISLE_12_COLUMN_17,AISLE_12_COLUMN_18,AISLE_12_COLUMN_19,AISLE_12_COLUMN_20,AISLE_13_COLUMN_1,AISLE_13_COLUMN_2,AISLE_13_COLUMN_3,AISLE_13_COLUMN_4,AISLE_13_COLUMN_5,AISLE_13_COLUMN_6,AISLE_13_COLUMN_7,AISLE_13_COLUMN_8,AISLE_13_COLUMN_9,AISLE_13_COLUMN_10,AISLE_13_COLUMN_11,AISLE_13_COLUMN_12,AISLE_13_COLUMN_13,AISLE_13_COLUMN_14,AISLE_13_COLUMN_15,AISLE_13_COLUMN_16,AISLE_13_COLUMN_17,AISLE_13_COLUMN_18,AISLE_13_COLUMN_19,AISLE_13_COLUMN_20,AISLE_14_COLUMN_1,AISLE_14_COLUMN_2,AISLE_14_COLUMN_3,AISLE_14_COLUMN_4,AISLE_14_COLUMN_5,AISLE_14_COLUMN_6,AISLE_14_COLUMN_7,AISLE_14_COLUMN_8,AISLE_14_COLUMN_9,AISLE_14_COLUMN_10,AISLE_14_COLUMN_11,AISLE_14_COLUMN_12,AISLE_14_COLUMN_13,AISLE_14_COLUMN_14,AISLE_14_COLUMN_15,AISLE_14_COLUMN_16,AISLE_14_COLUMN_17,AISLE_14_COLUMN_18,AISLE_14_COLUMN_19,AISLE_14_COLUMN_20,AISLE_15_COLUMN_1,AISLE_15_COLUMN_2,AISLE_15_COLUMN_3,AISLE_15_COLUMN_4,AISLE_15_COLUMN_5,AISLE_15_COLUMN_6,AISLE_15_COLUMN_7,AISLE_15_COLUMN_8,AISLE_15_COLUMN_9,AISLE_15_COLUMN_10,AISLE_15_COLUMN_11,AISLE_15_COLUMN_12,AISLE_15_COLUMN_13,AISLE_15_COLUMN_14,AISLE_15_COLUMN_15,AISLE_15_COLUMN_16,AISLE_15_COLUMN_17,AISLE_15_COLUMN_18,AISLE_15_COLUMN_19,AISLE_15_COLUMN_20,AISLE_16_COLUMN_1,AISLE_16_COLUMN_2,AISLE_16_COLUMN_3,AISLE_16_COLUMN_4,AISLE_16_COLUMN_5,AISLE_16_COLUMN_6,AISLE_16_COLUMN_7,AISLE_16_COLUMN_8,AISLE_16_COLUMN_9,AISLE_16_COLUMN_10,AISLE_16_COLUMN_11,AISLE_16_COLUMN_12,AISLE_16_COLUMN_13,AISLE_16_COLUMN_14,AISLE_16_COLUMN_15,AISLE_16_COLUMN_16,AISLE_16_COLUMN_17,AISLE_16_COLUMN_18,AISLE_16_COLUMN_19,AISLE_16_COLUMN_20,AISLE_17_COLUMN_1,AISLE_17_COLUMN_2,AISLE_17_COLUMN_3,AISLE_17_COLUMN_4,AISLE_17_COLUMN_5,AISLE_17_COLUMN_6,AISLE_17_COLUMN_7,AISLE_17_COLUMN_8,AISLE_17_COLUMN_9,AISLE_17_COLUMN_10,AISLE_17_COLUMN_11,AISLE_17_COLUMN_12,AISLE_17_COLUMN_13,AISLE_17_COLUMN_14,AISLE_17_COLUMN_15,AISLE_17_COLUMN_16,AISLE_17_COLUMN_17,AISLE_17_COLUMN_18,AISLE_17_COLUMN_19,AISLE_17_COLUMN_20,AISLE_18_COLUMN_1,AISLE_18_COLUMN_2,AISLE_18_COLUMN_3,AISLE_18_COLUMN_4,AISLE_18_COLUMN_5,AISLE_18_COLUMN_6,AISLE_18_COLUMN_7,AISLE_18_COLUMN_8,AISLE_18_COLUMN_9,AISLE_18_COLUMN_10,AISLE_18_COLUMN_11,AISLE_18_COLUMN_12,AISLE_18_COLUMN_13,AISLE_18_COLUMN_14,AISLE_18_COLUMN_15,AISLE_18_COLUMN_16,AISLE_18_COLUMN_17,AISLE_18_COLUMN_18,AISLE_18_COLUMN_19,AISLE_18_COLUMN_20,AISLE_19_COLUMN_1,AISLE_19_COLUMN_2,AISLE_19_COLUMN_3,AISLE_19_COLUMN_4,AISLE_19_COLUMN_5,AISLE_19_COLUMN_6,AISLE_19_COLUMN_7,AISLE_19_COLUMN_8,AISLE_19_COLUMN_9,AISLE_19_COLUMN_10,AISLE_19_COLUMN_11,AISLE_19_COLUMN_12,AISLE_19_COLUMN_13,AISLE_19_COLUMN_14,AISLE_19_COLUMN_15,AISLE_19_COLUMN_16,AISLE_19_COLUMN_17,AISLE_19_COLUMN_18,AISLE_19_COLUMN_19,AISLE_19_COLUMN_20,AISLE_20_COLUMN_1,AISLE_20_COLUMN_2,AISLE_20_COLUMN_3,AISLE_20_COLUMN_4,AISLE_20_COLUMN_5,AISLE_20_COLUMN_6,AISLE_20_COLUMN_7,AISLE_20_COLUMN_8,AISLE_20_COLUMN_9,AISLE_20_COLUMN_10,AISLE_20_COLUMN_11,AISLE_20_COLUMN_12,AISLE_20_COLUMN_13,AISLE_20_COLUMN_14,AISLE_20_COLUMN_15,AISLE_20_COLUMN_16,AISLE_20_COLUMN_17,AISLE_20_COLUMN_18,AISLE_20_COLUMN_19,AISLE_20_COLUMN_20,AISLE_21_COLUMN_1,AISLE_21_COLUMN_2,AISLE_21_COLUMN_3,AISLE_21_COLUMN_4,AISLE_21_COLUMN_5,AISLE_21_COLUMN_6,AISLE_21_COLUMN_7,AISLE_21_COLUMN_8,AISLE_21_COLUMN_9,AISLE_21_COLUMN_10,AISLE_21_COLUMN_11,AISLE_21_COLUMN_12,AISLE_21_COLUMN_13,AISLE_21_COLUMN_14,AISLE_21_COLUMN_15,AISLE_21_COLUMN_16,AISLE_21_COLUMN_17,AISLE_21_COLUMN_18,AISLE_21_COLUMN_19,AISLE_21_COLUMN_20,AISLE_22_COLUMN_1,AISLE_22_COLUMN_2,AISLE_22_COLUMN_3,AISLE_22_COLUMN_4,AISLE_22_COLUMN_5,AISLE_22_COLUMN_6,AISLE_22_COLUMN_7,AISLE_22_COLUMN_8,AISLE_22_COLUMN_9,AISLE_22_COLUMN_10,AISLE_22_COLUMN_11,AISLE_22_COLUMN_12,AISLE_22_COLUMN_13,AISLE_22_COLUMN_14,AISLE_22_COLUMN_15,AISLE_22_COLUMN_16,AISLE_22_COLUMN_17,AISLE_22_COLUMN_18,AISLE_22_COLUMN_19,AISLE_22_COLUMN_20,AISLE_23_COLUMN_1,AISLE_23_COLUMN_2,AISLE_23_COLUMN_3,AISLE_23_COLUMN_4,AISLE_23_COLUMN_5,AISLE_23_COLUMN_6,AISLE_23_COLUMN_7,AISLE_23_COLUMN_8,AISLE_23_COLUMN_9,AISLE_23_COLUMN_10,AISLE_23_COLUMN_11,AISLE_23_COLUMN_12,AISLE_23_COLUMN_13,AISLE_23_COLUMN_14,AISLE_23_COLUMN_15,AISLE_23_COLUMN_16,AISLE_23_COLUMN_17,AISLE_23_COLUMN_18,AISLE_23_COLUMN_19,AISLE_23_COLUMN_20,AISLE_24_COLUMN_1,AISLE_24_COLUMN_2,AISLE_24_COLUMN_3,AISLE_24_COLUMN_4,AISLE_24_COLUMN_5,AISLE_24_COLUMN_6,AISLE_24_COLUMN_7,AISLE_24_COLUMN_8,AISLE_24_COLUMN_9,AISLE_24_COLUMN_10,AISLE_24_COLUMN_11,AISLE_24_COLUMN_12,AISLE_24_COLUMN_13,AISLE_24_COLUMN_14,AISLE_24_COLUMN_15,AISLE_24_COLUMN_16,AISLE_24_COLUMN_17,AISLE_24_COLUMN_18,AISLE_24_COLUMN_19,AISLE_24_COLUMN_20,AISLE_25_COLUMN_1,AISLE_25_COLUMN_2,AISLE_25_COLUMN_3,AISLE_25_COLUMN_4,AISLE_25_COLUMN_5,AISLE_25_COLUMN_6,AISLE_25_COLUMN_7,AISLE_25_COLUMN_8,AISLE_25_COLUMN_9,AISLE_25_COLUMN_10,AISLE_25_COLUMN_11,AISLE_25_COLUMN_12,AISLE_25_COLUMN_13,AISLE_25_COLUMN_14,AISLE_25_COLUMN_15,AISLE_25_COLUMN_16,AISLE_25_COLUMN_17,AISLE_25_COLUMN_18,AISLE_25_COLUMN_19,AISLE_25_COLUMN_20,AISLE_26_COLUMN_1,AISLE_26_COLUMN_2,AISLE_26_COLUMN_3,AISLE_26_COLUMN_4,AISLE_26_COLUMN_5,AISLE_26_COLUMN_6,AISLE_26_COLUMN_7,AISLE_26_COLUMN_8,AISLE_26_COLUMN_9,AISLE_26_COLUMN_10,AISLE_26_COLUMN_11,AISLE_26_COLUMN_12,AISLE_26_COLUMN_13,AISLE_26_COLUMN_14,AISLE_26_COLUMN_15,AISLE_26_COLUMN_16,AISLE_26_COLUMN_17,AISLE_26_COLUMN_18,AISLE_26_COLUMN_19,AISLE_26_COLUMN_20,AISLE_27_COLUMN_1,AISLE_27_COLUMN_2,AISLE_27_COLUMN_3,AISLE_27_COLUMN_4,AISLE_27_COLUMN_5,AISLE_27_COLUMN_6,AISLE_27_COLUMN_7,AISLE_27_COLUMN_8,AISLE_27_COLUMN_9,AISLE_27_COLUMN_10,AISLE_27_COLUMN_11,AISLE_27_COLUMN_12,AISLE_27_COLUMN_13,AISLE_27_COLUMN_14,AISLE_27_COLUMN_15,AISLE_27_COLUMN_16,AISLE_27_COLUMN_17,AISLE_27_COLUMN_18,AISLE_27_COLUMN_19,AISLE_27_COLUMN_20
AISLE_1_COLUMN_1,MZN1,1,1,0,2.9,5.8,8.7,11.6,14.5,17.4,20.3,23.2,26.1,31.7,34.6,37.5,40.4,43.3,46.2,49.1,52,54.9,57.8,9.28,12.18,15.08,17.98,20.88,23.78,26.68,29.58,32.48,35.38,35.38,38.28,41.18,44.08,46.98,49.88,52.78,55.68,58.58,61.48,12.96,15.86,18.76,21.66,24.56,27.46,30.36,33.26,36.16,39.06,39.06,41.96,44.86,47.76,50.66,53.56,56.46,59.36,62.26,65.16,16.64,19.54,22.44,25.34,28.24,31.14,34.04,36.94,39.84,42.74,42.74,45.64,48.54,51.44,54.34,57.24,60.14,63.04,65.94,68.84,20.32,23.22,26.12,29.02,31.92,34.82,37.72,40.62,43.52,46.42,46.42,49.32,52.22,55.12,58.02,60.92,63.82,66.72,69.62,72.52,24,26.9,29.8,32.7,35.6,38.5,41.4,44.3,47.2,50.1,50.1,53,55.9,58.8,61.7,64.6,67.5,70.4,73.3,76.2,27.68,30.58,33.48,36.38,39.28,42.18,45.08,47.98,50.88,53.78,53.78,56.68,59.58,62.48,65.38,68.28,71.18,74.08,76.98,79.88,31.36,34.26,37.16,40.06,42.96,45.86,48.76,51.66,54.56,57.46,57.46,60.36,63.26,66.16,69.06,71.96,74.86,77.76,80.66,83.56,35.04,37.94,40.84,43.74,46.64,49.54,52.44,55.34,58.24,61.14,61.14,64.04,66.94,69.84,72.74,75.64,78.54,81.44,84.34,87.24,38.72,41.62,44.52,47.42,50.32,53.22,56.12,59.02,61.92,64.82,64.82,67.72,70.62,73.52,76.42,79.32,82.22,85.12,88.02,90.92,42.4,45.3,48.2,51.1,54,56.9,59.8,62.7,65.6,68.5,68.5,71.4,74.3,77.2,80.1,83,85.9,88.8,91.7,94.6,46.08,48.98,51.88,54.78,57.68,60.58,63.48,66.38,69.28,72.18,72.18,75.08,77.98,80.88,83.78,86.68,89.58,92.48,95.38,98.28,49.76,52.66,55.56,58.46,61.36,64.26,67.16,70.06,72.96,75.86,75.86,78.76,81.66,84.56,87.46,90.36,93.26,96.16,99.06,101.96,53.44,56.34,59.24,62.14,65.04,67.94,70.84,73.74,76.64,79.54,79.54,82.44,85.34,88.24,91.14,94.04,96.94,99.84,102.74,105.64,57.12,60.02,62.92,65.82,68.72,71.62,74.52,77.42,80.32,83.22,83.22,86.12,89.02,91.92,94.82,97.72,100.62,103.52,106.42,109.32,60.8,63.7,66.6,69.5,72.4,75.3,78.2,81.1,84,86.9,86.9,89.8,92.7,95.6,98.5,101.4,104.3,107.2,110.1,113,64.48,67.38,70.28,73.18,76.08,78.98,81.88,84.78,87.68,90.58,90.58,93.48,96.38,99.28,102.18,105.08,107.98,110.88,113.78,116.68,68.16,71.06,73.96,76.86,79.76,82.66,85.56,88.46,91.36,94.26,94.26,97.16,100.06,102.96,105.86,108.76,111.66,114.56,117.46,120.36,71.84,74.74,77.64,80.54,83.44,86.34,89.24,92.14,95.04,97.94,97.94,100.84,103.74,106.64,109.54,112.44,115.34,118.24,121.14,124.04,75.52,78.42,81.32,84.22,87.12,90.02,92.92,95.82,98.72,101.62,101.62,104.52,107.42,110.32,113.22,116.12,119.02,121.92,124.82,127.72,79.2,82.1,85,87.9,90.8,93.7,96.6,99.5,102.4,105.3,105.3,108.2,111.1,114,116.9,119.8,122.7,125.6,128.5,131.4,82.88,85.78,88.68,91.58,94.48,97.38,100.28,103.18,106.08,108.98,108.98,111.88,114.78,117.68,120.58,123.48,126.38,129.28,132.18,135.08,86.56,89.46,92.36,95.26,98.16,101.06,103.96,106.86,109.76,112.66,112.66,115.56,118.46,121.36,124.26,127.16,130.06,132.96,135.86,138.76,90.24,93.14,96.04,98.94,101.84,104.74,107.64,110.54,113.44,116.34,116.34,119.24,122.14,125.04,127.94,130.84,133.74,136.64,139.54,142.44,93.92,96.82,99.72,102.62,105.52,108.42,111.32,114.22,117.12,120.02,120.02,122.92,125.82,128.72,131.62,134.52,137.42,140.32,143.22,146.12,97.6,100.5,103.4,106.3,109.2,112.1,115,117.9,120.8,123.7,123.7,126.6,129.5,132.4,135.3,138.2,141.1,144,146.9,149.8,101.28,104.18,107.08,109.98,112.88,115.78,118.68,121.58,124.48,127.38,127.38,130.28,133.18,136.08,138.98,141.88,144.78,147.68,150.58,153.48
AISLE_1_COLUMN_2,MZN1,1,2,2.9,0,2.9,5.8,8.7,11.6,14.5,17.4,20.3,23.2,28.8,31.7,34.6,37.5,40.4,43.3,46.2,49.1,52,54.9,12.18,15.08,17.98,20.88,23.78,26.68,29.58,32.48,35.38,32.48,32.48,35.38,38.28,41.18,44.08,46.98,49.88,52.78,55.68,58.58,15.86,18.76,21.66,24.56,27.46,30.36,33.26,36.16,39.06,36.16,36.16,39.06,41.96,44.86,47.76,50.66,53.56,56.46,59.36,62.26,19.54,22.44,25.34,28.24,31.14,34.04,36.94,39.84,42.74,39.84,39.84,42.74,45.64,48.54,51.44,54.34,57.24,60.14,63.04,65.94,23.22,26.12,29.02,31.92,34.82,37.72,40.62,43.52,46.42,43.52,43.52,46.42,49.32,52.22,55.12,58.02,60.92,63.82,66.72,69.62,26.9,29.8,32.7,35.6,38.5,41.4,44.3,47.2,50.1,47.2,47.2,50.1,53,55.9,58.8,61.7,64.6,67.5,70.4,73.3,30.58,33.48,36.38,39.28,42.18,45.08,47.98,50.88,53.78,50.88,50.88,53.78,56.68,59.58,62.48,65.38,68.28,71.18,74.08,76.98,34.26,37.16,40.06,42.96,45.86,48.76,51.66,54.56,57.46,54.56,54.56,57.46,60.36,63.26,66.16,69.06,71.96,74.86,77.76,80.66,37.94,40.84,43.74,46.64,49.54,52.44,55.34,58.24,61.14,58.24,58.24,61.14,64.04,66.94,69.84,72.74,75.64,78.54,81.44,84.34,41.62,44.52,47.42,50.32,53.22,56.12,59.02,61.92,64.82,61.92,61.92,64.82,67.72,70.62,73.52,76.42,79.32,82.22,85.12,88.02,45.3,48.2,51.1,54,56.9,59.8,62.7,65.6,68.5,65.6,65.6,68.5,71.4,74.3,77.2,80.1,83,85.9,88.8,91.7,48.98,51.88,54.78,57.68,60.58,63.48,66.38,69.28,72.18,69.28,69.28,72.18,75.08,77.98,80.88,83.78,86.68,89.58,92.48,95.38,52.66,55.56,58.46,61.36,64.26,67.16,70.06,72.96,75.86,72.96,72.96,75.86,78.76,81.66,84.56,87.46,90.36,93.26,96.16,99.06,56.34,59.24,62.14,65.04,67.94,70.84,73.74,76.64,79.54,76.64,76.64,79.54,82.44,85.34,88.24,91.14,94.04,96.94,99.84,102.74,60.02,62.92,65.82,68.72,71.62,74.52,77.42,80.32,83.22,80.32,80.32,83.22,86.12,89.02,91.92,94.82,97.72,100.62,103.52,106.42,63.7,66.6,69.5,72.4,75.3,78.2,81.1,84,86.9,84,84,86.9,89.8,92.7,95.6,98.5,101.4,104.3,107.2,110.1,67.38,70.28,73.18,76.08,78.98,81.88,84.78,87.68,90.58,87.68,87.68,90.58,93.48,96.38,99.28,102.18,105.08,107.98,110.88,113.78,71.06,73.96,76.86,79.76,82.66,85.56,88.46,91.36,94.26,91.36,91.36,94.26,97.16,100.06,102.96,105.86,108.76,111.66,114.56,117.46,74.74,77.64,80.54,83.44,86.34,89.24,92.14,95.04,97.94,95.04,95.04,97.94,100.84,103.74,106.64,109.54,112.44,115.34,118.24,121.14,78.42,81.32,84.22,87.12,90.02,92.92,95.82,98.72,101.62,98.72,98.72,101.62,104.52,107.42,110.32,113.22,116.12,119.02,121.92,124.82,82.1,85,87.9,90.8,93.7,96.6,99.5,102.4,105.3,102.4,102.4,105.3,108.2,111.1,114,116.9,119.8,122.7,125.6,128.5,85.78,88.68,91.58,94.48,97.38,100.28,103.18,106.08,108.98,106.08,106.08,108.98,111.88,114.78,117.68,120.58,123.48,126.38,129.28,132.18,89.46,92.36,95.26,98.16,101.06,103.96,106.86,109.76,112.66,109.76,109.76,112.66,115.56,118.46,121.36,124.26,127.16,130.06,132.96,135.86,93.14,96.04,98.94,101.84,104.74,107.64,110.54,113.44,116.34,113.44,113.44,116.34,119.24,122.14,125.04,127.94,130.84,133.74,136.64,139.54,96.82,99.72,102.62,105.52,108.42,111.32,114.22,117.12,120.02,117.12,117.12,120.02,122.92,125.82,128.72,131.62,134.52,137.42,140.32,143.22,100.5,103.4,106.3,109.2,112.1,115,117.9,120.8,123.7,120.8,120.8,123.7,126.6,129.5,132.4,135.3,138.2,141.1,144,146.9,104.18,107.08,109.98,112.88,115.78,118.68,121.58,124.48,127.38,124.48,124.48,127.38,130.28,133.18,136.08,138.98,141.88,144.78,147.68,150.58
